691,896
692,896
692,897
692,898
692,899
692,900
692,901
692,902
692,903
692,904
692,905
692,906
692,907
692,908
692,909
692,910
692,911
692,912
692,913
692,914
692,915
692,916
692,917
692,918
692,919
692,920
692,921
692,922
692,923
692,924
692,925
692,926
692,927
693,927
693,928
693,929
693,930
693,931
693,932
694,932
694,933
694,934
694,935
694,936
694,937
695,937
695,938
695,939
695,940
695,941
696,941
696,942
696,943
696,944
696,945
696,946
697,946
697,947
697,948
697,949
698,949
698,950
699,950
699,951
700,951
700,952
701,952
701,953
702,953
702,954
703,954
703,955
704,955
704,956
705,956
705,957
706,957
706,958
707,958
707,959
708,959
708,960
709,960
709,961
710,961
710,962
711,962
712,962
712,963
713,963
714,963
715,963
715,964
716,964
717,964
718,964
719,964
719,965
720,965
721,965
722,965
722,966
723,966
724,966
725,966
725,967
726,967
727,967
728,967
728,968
729,968
730,968
731,968
731,969
732,969
733,969
734,969
735,969
735,970
736,970
737,970
738,970
739,970
739,971
740,971
741,971
742,971
742,972
743,972
744,972
745,972
746,972
747,972
748,972
749,972
750,972
751,972
752,972
752,971
753,971
754,971
755,971
756,971
757,971
758,971
759,971
759,970
760,970
761,970
762,970
763,970
764,970
765,970
766,970
766,969
767,969
768,969
769,969
770,969
771,969
772,969
772,968
773,968
774,968
775,968
776,968
776,967
777,967
778,967
778,966
779,966
779,965
780,965
780,964
781,964
781,963
782,963
783,963
783,962
784,962
784,961
785,961
785,960
786,960
787,960
787,959
788,959
788,958
789,958
789,957
790,957
791,957
791,956
792,956
792,955
793,955
793,954
794,954
794,953
795,953
796,953
796,952
797,952
797,951
798,951
799,951
799,950
800,950
800,949
801,949
802,949
802,948
803,948
804,948
804,947
805,947
805,946
806,946
807,946
807,945
808,945
808,944
809,944
810,944
810,943
811,943
811,942
812,942
813,942
813,941
814,941
814,940
815,940
816,940
816,939
817,939
817,938
818,938
819,938
819,937
820,937
820,936
821,936
822,936
822,935
823,935
823,934
824,934
825,934
826,934
827,934
828,934
829,934
830,934
830,935
831,935
832,935
833,935
833,936
834,936
835,936
836,936
837,936
837,937
838,937
839,937
840,937
841,937
841,938
842,938
843,938
843,939
844,939
845,939
845,940
846,940
846,941
847,941
847,942
848,942
849,942
849,943
850,943
850,944
851,944
851,945
852,945
853,945
853,946
854,946
854,947
855,947
855,948
856,948
857,948
857,949
858,949
858,950
859,950
859,951
860,951
861,951
861,952
862,952
862,953
863,953
863,954
864,954
865,954
865,955
866,955
866,956
867,956
868,956
868,957
869,957
870,957
870,958
871,958
872,958
873,958
873,959
874,959
875,959
875,960
876,960
877,960
878,960
878,961
879,961
880,961
880,962
881,962
882,962
883,962
883,963
884,963
885,963
885,964
886,964
887,964
888,964
888,965
889,965
890,965
891,965
892,965
893,965
894,965
895,965
896,965
897,965
898,965
899,965
900,965
901,965
902,965
903,965
904,965
905,965
906,965
907,965
908,965
909,965
910,965
911,965
912,965
913,965
914,965
915,965
916,965
917,965
918,965
919,965
920,965
921,965
922,965
922,964
923,964
924,964
924,963
925,963
926,963
927,963
927,962
928,962
929,962
929,961
930,961
931,961
931,960
932,960
933,960
933,959
934,959
935,959
935,958
936,958
937,958
938,958
938,957
939,957
940,957
941,957
942,957
942,956
943,956
944,956
945,956
946,956
947,956
947,955
948,955
949,955
950,955
951,955
951,954
952,954
952,953
953,953
954,953
954,952
955,952
955,951
956,951
956,950
957,950
957,949
958,949
959,949
959,948
960,948
960,947
961,947
961,946
962,946
962,945
963,945
964,945
964,944
965,944
965,943
966,943
966,942
967,942
967,941
968,941
969,941
969,940
970,940
970,939
971,939
971,938
972,938
972,937
973,937
973,936
974,936
975,936
975,935
976,935
976,934
977,934
977,933
978,933
978,932
979,932
979,931
980,931
981,931
981,930
982,930
982,929
983,929
983,928
984,928
984,927
985,927
985,926
986,926
986,925
987,925
987,924
988,924
989,924
989,923
990,923
990,922
991,922
991,921
992,921
992,920
993,920
993,919
994,919
994,918
995,918
996,918
996,917
996,916
997,916
997,915
997,914
998,914
998,913
998,912
998,911
999,911
999,910
999,909
1000,909
1000,908
1000,907
1001,907
1001,906
1001,905
1001,904
1002,904
1002,903
1002,902
1003,902
1003,901
1003,900
1004,900
1004,899
1004,898
1005,898
1005,897
1005,896
1005,895
1006,895
1006,894
1006,893
1005,893
1004,893
1004,892
1003,892
1003,891
1002,891
1002,890
1001,890
1000,890
1000,889
999,889
999,888
998,888
997,888
997,887
996,887
996,886
995,886
994,886
994,885
993,885
993,884
992,884
992,883
992,882
993,882
993,881
994,881
994,880
995,880
996,880
996,879
997,879
997,878
998,878
998,877
999,877
1000,877
1000,876
1001,876
1001,875
1002,875
1003,875
1003,874
1004,874
1004,873
1005,873
1005,872
1006,872
1007,872
1007,871
1008,871
1008,870
1009,870
1010,870
1011,870
1012,870
1013,870
1014,870
1015,870
1016,870
1017,870
1018,870
1019,870
1020,870
1020,871
1021,871
1022,871
1023,871
1024,871
1025,871
1026,871
1027,871
1028,871
1029,871
1030,871
1031,871
1032,871
1033,871
1033,872
1034,872
1035,872
1036,872
1037,872
1038,872
1039,872
1040,872
1041,872
1041,873
1042,873
1043,873
1044,873
